x1,x2,y
15.224255,50.502759,330.00
15.224087,50.502354,329.00
15.223972,50.502040,329.40
15.223946,50.501782,328.60
15.224075,50.501630,328.80
15.224379,50.501587,328.20
15.224414,50.501588,328.40
15.224413,50.501578,327.80
15.224504,50.501551,327.80
15.224945,50.501493,327.20
15.225414,50.501423,326.20
15.225926,50.501307,325.00
15.226062,50.501270,325.20
15.226347,50.501208,324.80
15.226569,50.501130,323.80
15.226639,50.501092,323.20
15.226693,50.501055,322.20
15.226728,50.501004,321.80
15.226761,50.500933,321.20
15.226781,50.500863,320.80
15.226775,50.500845,320.60
15.226781,50.500839,320.40
15.226759,50.500934,321.20
15.226783,50.500950,321.40
15.226801,50.500944,321.60
15.226904,50.500823,318.80
15.226963,50.500775,317.60
15.227093,50.500706,316.40
15.227289,50.500518,313.00
15.227322,50.500498,313.40
15.227436,50.500396,311.80
15.227572,50.500220,308.80
15.227596,50.500177,307.20
15.227614,50.500106,306.60
15.227609,50.500036,306.60
15.227616,50.499957,305.40
15.227612,50.499881,303.80
15.227601,50.499838,303.40
15.227520,50.499673,302.40
15.227448,50.499552,301.00
15.227337,50.499313,299.80
15.227330,50.499196,299.00
15.227376,50.498989,298.40
15.227405,50.498901,298.20
15.227443,50.498690,297.60
15.227429,50.498497,296.60
15.227299,50.498348,296.20
15.227166,50.498267,295.80
15.227009,50.498180,295.20
15.226886,50.498089,294.80
15.226757,50.498032,293.60
15.226545,50.497725,291.40
15.226517,50.497653,291.40
15.226472,50.497437,291.00
15.226481,50.497399,290.40
15.226480,50.497288,289.40
15.226449,50.497062,288.60
15.226455,50.496987,287.20
15.226527,50.496673,285.40
15.226574,50.496557,284.60
15.226605,50.496190,281.40
15.226648,50.496080,280.40
15.226653,50.496032,280.00
15.226685,50.495988,279.80
15.226770,50.495778,277.00
15.226776,50.495733,276.20
15.226742,50.495590,276.40
15.226666,50.495533,276.40
15.226403,50.495435,275.00
15.226282,50.495395,275.00
15.226082,50.495374,274.40
15.225852,50.495328,274.20
15.225438,50.495222,273.60
15.225123,50.495121,273.40
15.224851,50.494985,273.40
15.224428,50.494796,273.20
15.224327,50.494746,272.80
15.224123,50.494616,272.80
15.223892,50.494417,272.80
15.223700,50.494287,272.80
15.223550,50.494231,272.60
15.223249,50.494177,272.80
15.222975,50.494135,272.60
15.222831,50.494061,272.60
15.222642,50.493839,272.40
15.222558,50.493688,271.80
15.222503,50.493540,272.80
15.222425,50.493411,272.40
15.222322,50.493351,272.40
15.222210,50.493332,272.80
15.222178,50.493316,273.00
15.222156,50.493316,273.00
15.222325,50.493299,272.80
15.222337,50.493308,272.40
15.222162,50.493336,273.20
15.222057,50.493361,274.00
15.221974,50.493405,275.00
15.221911,50.493464,276.00
15.221783,50.493561,277.60
15.221752,50.493596,278.00
15.221728,50.493640,278.80
15.221708,50.493708,279.20
15.221710,50.493736,280.80
15.221537,50.493958,283.40
15.221509,50.493978,283.80
15.221429,50.494006,284.40
15.221252,50.494084,285.80
15.221032,50.494137,287.00
15.220929,50.494141,288.00
15.220772,50.494110,289.00
15.220513,50.494046,290.80
15.220329,50.494028,292.60
15.220125,50.494054,293.60
15.220032,50.494076,294.40
15.219930,50.494138,295.80
15.219841,50.494177,297.00
15.219711,50.494197,298.00
15.219694,50.494203,298.20
15.219548,50.494209,299.20
15.219470,50.494206,300.20
15.219332,50.494169,301.40
15.219195,50.494124,302.40
15.219105,50.494088,303.20
15.218970,50.494011,304.00
15.218822,50.493959,304.60
15.218586,50.493838,305.80
15.218309,50.493739,306.80
15.217773,50.493579,306.40
15.217472,50.493471,306.00
15.216876,50.493272,305.60
15.216701,50.493220,305.40
15.216491,50.493145,304.80
15.216203,50.493062,304.20
15.216034,50.493002,303.00
15.215246,50.492748,301.60
15.214842,50.492603,301.20
15.214488,50.492443,302.00
15.214114,50.492265,302.20
15.213880,50.492163,303.60
15.213712,50.492073,304.60
15.213469,50.491861,306.00
15.213329,50.491702,307.20
15.213250,50.491585,308.40
15.213178,50.491461,309.00
15.213105,50.491357,309.80
15.213029,50.491270,310.60
15.212818,50.491098,311.40
15.212545,50.490978,312.80
15.212268,50.490875,314.40
15.212104,50.490822,315.00
15.211695,50.490711,316.80
15.211432,50.490623,317.40
15.211312,50.490575,317.80
15.211156,50.490526,318.20
15.210745,50.490415,319.20
15.210518,50.490365,319.80
15.210262,50.490318,319.80
15.209728,50.490188,321.00
15.209583,50.490162,321.60
15.209154,50.490060,322.60
15.208541,50.489897,324.00
15.208423,50.489874,324.40
15.208291,50.489933,324.80
15.208110,50.490041,324.60
15.207867,50.490156,324.80
15.207667,50.490271,324.80
15.206952,50.490660,324.40
15.205513,50.491410,322.60
15.205199,50.491583,322.80
15.205093,50.491635,323.00
15.204714,50.491847,321.40
15.204384,50.492008,321.80
15.203711,50.492365,320.20
15.203662,50.492396,320.00
15.202664,50.492898,316.80
15.202318,50.493091,315.60
15.201800,50.493404,313.60
15.201490,50.493524,311.80
15.201091,50.493614,311.00
15.200700,50.493660,308.60
15.200504,50.493672,307.60
15.200215,50.493678,306.20
15.200021,50.493702,305.00
15.199923,50.493723,303.80
15.199736,50.493786,302.40
15.199573,50.493874,301.40
15.199500,50.493921,300.80
15.199375,50.494116,299.20
15.199333,50.494239,297.40
15.199220,50.494406,297.00
15.199066,50.494542,296.40
15.198943,50.494605,295.80
15.198649,50.494675,295.40
15.198469,50.494689,294.80
15.197667,50.494784,291.40
15.197407,50.494836,289.40
15.197225,50.494882,289.20
15.197081,50.494904,288.80
15.196996,50.494910,288.00
15.196643,50.494902,286.80
15.196277,50.494862,286.80
15.196211,50.494842,286.60
15.196046,50.494702,286.80
15.195972,50.494583,286.80
15.195914,50.494508,286.60
15.195873,50.494474,286.60
15.195650,50.494401,287.00
15.194994,50.494395,287.60
15.194653,50.494397,288.20
15.194257,50.494389,289.60
15.193901,50.494406,289.60
15.193584,50.494429,289.80
15.193231,50.494446,290.80
15.192946,50.494430,291.80
15.192783,50.494398,292.00
15.192653,50.494384,293.00
15.192411,50.494313,293.60
15.192189,50.494266,293.80
15.192043,50.494209,294.40
15.191928,50.494176,294.20
15.191483,50.494073,295.40
15.191354,50.494056,295.80
15.191121,50.494034,297.00
15.191025,50.494037,297.60
15.190581,50.494034,299.00
15.190158,50.494008,300.60
15.189593,50.493836,301.80
15.189360,50.493775,302.00
15.188994,50.493732,303.00
15.188385,50.493758,305.80
15.188198,50.493775,306.20
15.187652,50.493778,308.40
15.187444,50.493765,309.60
15.187221,50.493761,311.20
15.187145,50.493750,311.60
15.186795,50.493733,312.80
15.186322,50.493764,314.60
15.186072,50.493818,314.40
15.185793,50.493896,313.80
15.185499,50.494006,312.80
15.185315,50.494096,311.60
15.185137,50.494222,310.40
15.184993,50.494367,309.20
15.184910,50.494473,308.20
15.184713,50.494754,305.80
15.184539,50.495040,303.60
15.184281,50.495407,301.20
15.184154,50.495565,300.40
15.183998,50.495710,299.40
15.183891,50.495765,298.60
15.183676,50.495844,298.60
15.183074,50.495962,298.60
15.181950,50.496161,299.20
15.181641,50.496192,299.40
15.181352,50.496185,298.80
15.180890,50.496149,299.20
15.180602,50.496119,298.60
15.180235,50.496055,298.80
15.179417,50.495969,299.20
15.179096,50.495916,300.80
15.178876,50.495888,301.00
15.178343,50.495798,302.00
15.178162,50.495790,300.60
15.177556,50.495810,299.80
15.177069,50.495835,299.20
15.176552,50.495842,298.60
15.176080,50.495820,298.20
15.174994,50.495742,297.80
15.174647,50.495682,297.80
15.174225,50.495584,297.60
15.173805,50.495505,297.40
15.173567,50.495465,297.40
15.173181,50.495432,297.80
15.172276,50.495386,298.20
15.172181,50.495386,298.40
15.171425,50.495421,300.40
15.171309,50.495417,300.60
15.171105,50.495426,301.40
15.171078,50.495422,301.80
15.170787,50.495430,303.00
15.170348,50.495416,304.00
15.170089,50.495379,305.20
15.169975,50.495356,305.40
15.169952,50.495359,305.80
15.169882,50.495385,306.00
15.169869,50.495412,305.80
15.169923,50.495467,305.60
15.170101,50.495763,304.00
15.170191,50.495951,302.60
15.170236,50.496069,302.20
15.170320,50.496240,300.20
15.170497,50.496465,299.60
15.170540,50.496502,300.40
15.170524,50.496501,300.40
15.170487,50.496469,300.40
15.170288,50.496224,301.40
15.170194,50.495973,302.40
15.170129,50.495827,303.40
15.170009,50.495596,305.00
15.169919,50.495473,305.40
15.169868,50.495365,306.00
15.169746,50.495301,306.40
15.169498,50.495221,307.60
15.169255,50.495164,307.60
15.169089,50.495186,308.20
15.169025,50.495216,308.20
15.168996,50.495254,308.40
15.168962,50.495329,308.60
15.168945,50.496137,308.40
15.168933,50.496230,308.00
15.168924,50.496549,306.80
15.168876,50.496993,304.80
15.168764,50.497445,303.60
15.168714,50.497717,303.80
15.168607,50.498170,303.80
15.168392,50.499190,305.00
15.168248,50.499764,306.80
15.168187,50.500149,308.40
15.168138,50.500324,309.20
15.168064,50.500516,309.80
15.167981,50.500687,311.20
15.167756,50.500943,312.40
15.167577,50.501125,313.00
15.167323,50.501399,314.40
15.167199,50.501547,314.60
15.167064,50.501689,314.60
15.166900,50.501841,313.60
15.166676,50.502014,312.40
15.166529,50.502117,311.60
15.166271,50.502279,310.80
15.165924,50.502528,308.80
15.165800,50.502630,307.40
15.165666,50.502795,306.40
15.165426,50.503129,305.00
15.165373,50.503215,304.80
15.164987,50.503748,301.20
15.164865,50.503888,300.40
15.164606,50.504058,299.20
15.164338,50.504186,298.00
15.164195,50.504245,297.80
15.163079,50.504655,294.60
15.162774,50.504782,293.40
15.162252,50.504973,291.80
15.162032,50.505091,290.80
15.161285,50.505420,288.60
15.160951,50.505595,287.60
15.160811,50.505707,287.00
15.160632,50.505899,286.00
15.160543,50.506035,284.80
15.160513,50.506104,284.80
15.160285,50.506400,283.60
15.160247,50.506474,283.40
15.160147,50.506799,282.00
15.160105,50.506898,281.80
15.160085,50.506972,281.80
15.160012,50.507101,281.40
15.159938,50.507152,281.20
15.159448,50.507437,280.20
15.159250,50.507560,280.20
15.158905,50.507755,279.20
15.158765,50.507860,278.80
15.158607,50.508036,278.20
15.158521,50.508160,277.80
15.158388,50.508423,276.80
15.158216,50.508833,276.40
15.158145,50.509049,276.40
15.158071,50.509237,276.00
15.157972,50.509444,275.80
15.157903,50.509615,275.80
15.157919,50.509720,275.80
15.157939,50.509767,275.80
15.157975,50.509912,275.60
15.158057,50.510022,275.40
15.158248,50.510122,275.40
15.158492,50.510222,275.60
15.158653,50.510236,275.40
15.158770,50.510224,275.60
15.158898,50.510230,275.40
15.159018,50.510229,275.20
15.159189,50.510204,275.20
15.159247,50.510177,275.20
15.159380,50.510187,274.40
15.160137,50.510325,274.20
15.160277,50.510345,273.40
15.160578,50.510375,273.20
15.160904,50.510376,272.60
15.161149,50.510402,272.20
15.161245,50.510402,272.00
15.161646,50.510538,271.20
15.162037,50.510650,270.00
15.162420,50.510813,269.20
15.162650,50.510929,269.00
15.162935,50.511005,268.40
15.163185,50.511091,267.80
15.163365,50.511139,267.40
15.163722,50.511284,266.80
15.164010,50.511428,266.00
15.164201,50.511556,265.60
15.164526,50.511716,264.60
15.164615,50.511752,264.20
15.165023,50.511869,263.60
15.165132,50.511922,263.00
15.165177,50.511938,263.20
15.165265,50.512004,263.40
15.165306,50.512057,263.20
15.165439,50.512293,263.00
15.165911,50.513365,262.40
15.166049,50.513576,262.00
15.166097,50.513626,262.00
15.166267,50.513751,261.40
15.166338,50.513782,261.40
15.166784,50.513904,260.80
15.167349,50.514069,261.40
15.167600,50.514111,261.40
15.167753,50.514160,261.40
15.167798,50.514102,261.00
15.167928,50.513984,261.00
15.168116,50.513835,260.80
15.168558,50.513453,261.20
15.168741,50.513340,261.20
15.169069,50.513176,261.40
15.169725,50.512941,261.40
15.169861,50.512898,261.40
15.170283,50.512801,261.20
15.170737,50.512723,261.20
15.171316,50.512580,261.40
15.171801,50.512442,261.40
15.172349,50.512323,261.20
15.172898,50.512192,261.60
15.172979,50.512176,261.60
15.173285,50.512090,261.60
15.173427,50.512037,261.80
15.173500,50.512017,261.60
15.174203,50.511881,262.00
15.174681,50.511781,261.80
15.175116,50.511679,261.40
15.175387,50.511625,261.80
15.175517,50.511587,261.80
15.175783,50.511493,261.40
15.176058,50.511414,261.60
15.177164,50.511164,261.20
15.178090,50.511000,261.00
15.178202,50.510961,261.20
15.178354,50.510892,261.20
15.178474,50.510851,261.00
15.178672,50.510799,261.40
15.178813,50.510774,261.20
15.178880,50.510744,261.20
15.179020,50.510719,261.20
15.179236,50.510728,261.40
15.179375,50.510745,261.40
15.179652,50.510797,261.40
15.179906,50.510913,261.80
15.179995,50.510966,261.80
15.180122,50.511056,262.00
15.180770,50.511434,262.00
15.180855,50.511490,262.40
15.181127,50.511629,262.20
15.181597,50.511890,262.40
15.181935,50.512029,262.40
15.182179,50.512113,262.40
15.182430,50.512158,262.80
15.182557,50.512161,262.60
15.182684,50.512188,262.80
15.182999,50.512232,262.60
15.183219,50.512311,263.00
15.183426,50.512420,262.80
15.183682,50.512595,263.00
15.183902,50.512770,263.00
15.184549,50.513168,262.80
15.184772,50.513317,263.20
15.184958,50.513426,263.60
15.184987,50.513452,263.80
15.185091,50.513518,264.00
15.185199,50.513607,264.20
15.185284,50.513704,264.40
15.185347,50.513907,264.20
15.185297,50.514048,264.00
15.185213,50.514159,263.80
15.185147,50.514223,264.00
15.185049,50.514282,264.40
15.184876,50.514420,264.60
15.184696,50.514552,265.00
15.184440,50.514783,265.40
15.184119,50.515032,266.20
15.183847,50.515324,266.80
15.183700,50.515447,267.20
15.183779,50.515433,266.40
15.183921,50.515389,266.40
15.184143,50.515380,266.80
15.184285,50.515393,266.40
15.184371,50.515412,266.60
15.184646,50.515498,266.60
15.185026,50.515653,265.20
15.185098,50.515674,265.00
15.185105,50.515668,265.00
15.185396,50.515840,264.20
15.185435,50.515850,264.20
15.185513,50.515899,264.40
15.185808,50.516005,264.80
15.186104,50.516004,264.60
15.186417,50.515977,264.40
15.186812,50.515963,265.00
15.187117,50.515899,265.20
15.187302,50.515899,265.40
15.187545,50.515840,265.60
15.187743,50.515718,266.20
15.188044,50.515597,266.00
15.188101,50.515583,265.40
15.188328,50.515550,265.60
15.188627,50.515583,265.20
15.189320,50.515803,265.00
15.189389,50.515852,265.00
15.189558,50.515912,265.00
15.189618,50.515925,264.60
15.189692,50.515951,264.60
15.190277,50.516092,264.40
15.190657,50.516153,264.40
15.190923,50.516222,264.80
15.191163,50.516366,265.20
15.191227,50.516504,265.20
15.191310,50.516739,264.60
15.191468,50.516882,264.60
15.191697,50.516923,264.80
15.191918,50.516894,265.20
15.192314,50.516793,265.00
15.192583,50.516790,264.60
15.193036,50.516767,264.40
15.193175,50.516725,263.80
15.193270,50.516711,263.80
15.193456,50.516668,264.60
15.193489,50.516634,264.20
15.193569,50.516662,264.40
15.193661,50.516670,264.40
15.193999,50.516734,264.20
15.194304,50.516749,264.40
15.194672,50.516669,264.60
15.194852,50.516598,265.00
15.194937,50.516573,265.20
15.194980,50.516571,264.80
15.195082,50.516583,264.40
15.195116,50.516593,264.60
15.195204,50.516587,264.60
15.195457,50.516529,265.00
15.195815,50.516391,265.00
15.196063,50.516315,266.80
15.196274,50.516215,266.00
15.196479,50.516060,265.60
15.196601,50.515977,265.40
15.196784,50.515892,265.20
15.196973,50.515792,265.60
15.197090,50.515737,266.00
15.197337,50.515634,266.00
15.197591,50.515492,266.20
15.197842,50.515376,266.80
15.198175,50.515268,266.80
15.198437,50.515250,266.60
15.198731,50.515186,266.60
15.198815,50.515126,266.60
15.198919,50.514974,266.40
15.199037,50.514841,266.60
15.199175,50.514648,266.20
15.199505,50.514106,266.00
15.199637,50.513946,265.80
15.199774,50.513811,266.40
15.199870,50.513697,265.60
15.200119,50.513433,266.80
15.200129,50.513412,267.00
15.200149,50.513401,267.20
15.200202,50.513339,267.80
15.200231,50.513281,268.00
15.200285,50.513219,268.40
15.200325,50.513184,268.80
15.200363,50.513110,269.00
15.200527,50.512969,270.80
15.200561,50.512908,272.40
15.200713,50.512778,273.40
15.200751,50.512754,273.40
15.200836,50.512744,272.80
15.201000,50.512757,272.60
15.201033,50.512747,272.60
15.201131,50.512693,272.60
15.201353,50.512519,273.20
15.201510,50.512413,273.80
15.201724,50.512294,274.20
15.201780,50.512300,274.80
15.201950,50.512246,275.40
15.201999,50.512249,275.60
15.202061,50.512262,276.40
15.202144,50.512251,277.00
15.202299,50.512240,278.00
15.202432,50.512258,279.20
15.202786,50.512252,280.60
15.202851,50.512243,281.20
15.202882,50.512231,281.20
15.203318,50.511987,280.80
15.203497,50.511911,280.80
15.203842,50.511744,282.00
15.203859,50.511730,282.20
15.203970,50.511673,282.40
15.204100,50.511630,283.60
15.204199,50.511607,284.00
15.204236,50.511593,284.00
15.204284,50.511588,284.40
15.204593,50.511491,284.80
15.204855,50.511430,285.60
15.205436,50.511273,284.40
15.205536,50.511255,283.20
15.205728,50.511238,283.60
15.205920,50.511233,282.20
15.206083,50.511240,281.20
15.206253,50.511295,280.80
15.206759,50.511485,277.00
15.206950,50.511613,275.80
15.206991,50.511650,275.60
15.207071,50.511776,276.00
15.207109,50.511893,275.20
15.207112,50.512005,275.20
15.207074,50.512428,275.20
15.207232,50.512693,275.80
15.207298,50.512839,275.60
15.207245,50.512986,275.40
15.206852,50.513442,276.60
15.206729,50.513542,277.20
15.206593,50.513717,278.60
15.206525,50.513893,280.60
15.206500,50.514039,282.40
15.206486,50.514069,282.80
15.206516,50.514138,283.60
15.206531,50.514150,283.80
15.206607,50.514180,284.80
15.206746,50.514172,286.00
15.206791,50.514162,286.40
15.206935,50.514093,286.40
15.207087,50.513999,286.60
15.207332,50.513867,287.20
15.207569,50.513774,287.60
15.207778,50.513714,287.60
15.207979,50.513638,287.80
15.208200,50.513569,288.20
15.208384,50.513503,289.20
15.208446,50.513487,289.20
15.208692,50.513402,290.00
15.208884,50.513343,290.60
15.209041,50.513288,291.40
15.209510,50.513137,292.80
15.209737,50.513091,293.60
15.209855,50.513025,294.40
15.209890,50.512993,294.60
15.209957,50.512952,295.00
15.210047,50.512919,295.60
15.210062,50.512907,295.60
15.210205,50.512858,296.20
15.210233,50.512855,296.60
15.210294,50.512830,297.00
15.210384,50.512772,297.80
15.210505,50.512719,298.80
15.210585,50.512700,299.80
15.210654,50.512698,300.40
15.210695,50.512688,300.80
15.210826,50.512616,301.60
15.210933,50.512569,302.20
15.211041,50.512542,303.40
15.211105,50.512494,303.80
15.211165,50.512472,304.00
15.211240,50.512413,304.20
15.211267,50.512406,304.40
15.211381,50.512400,305.20
15.211615,50.512216,306.20
15.211729,50.512141,307.60
15.212050,50.511853,309.00
15.212225,50.511681,309.00
15.212280,50.511614,309.60
15.212440,50.511463,310.00
15.212453,50.511438,310.20
15.212515,50.511370,311.60
15.212507,50.511366,312.00
15.212660,50.511141,312.40
15.212896,50.510868,313.40
15.213098,50.510612,316.00
15.213108,50.510578,316.20
15.213164,50.510466,316.00
15.213193,50.510354,316.40
15.213187,50.510211,317.20
15.213155,50.510166,318.00
15.213130,50.510099,318.40
15.213115,50.510078,318.60
15.212948,50.510008,319.00
15.212988,50.510007,319.00
15.213008,50.509995,319.60
15.213032,50.509897,320.80
15.213226,50.509707,322.20
15.213296,50.509679,322.80
15.213377,50.509628,322.80
15.213404,50.509619,323.00
15.213601,50.509508,323.40
15.213731,50.509493,323.80
15.213861,50.509491,324.20
15.214028,50.509503,325.00
15.214202,50.509525,325.60
15.214536,50.509599,327.20
15.214876,50.509664,328.60
15.215013,50.509682,329.40
15.215224,50.509718,330.60
15.215523,50.509780,331.60
15.216119,50.509887,333.60
15.216369,50.509926,334.60
15.216715,50.509992,335.60
15.217209,50.510055,337.20
15.217309,50.510062,337.80
15.217466,50.510086,338.40
15.217654,50.510099,338.80
15.218023,50.510149,340.60
15.218490,50.510197,342.60
15.218648,50.510226,343.40
15.218767,50.510260,343.80
15.218934,50.510318,344.40
15.219273,50.510488,346.60
15.219345,50.510529,347.20
15.219593,50.510644,347.80
15.220308,50.510993,349.60
15.220618,50.511192,349.40
15.220706,50.511343,349.40
15.220712,50.511387,349.80
15.220702,50.511487,350.00
15.220635,50.511638,350.20
15.220593,50.511784,351.00
15.220521,50.511947,351.40
15.220489,50.512061,352.00
15.220397,50.512303,353.20
15.220350,50.512491,354.00
15.220315,50.512671,354.60
15.220300,50.512841,355.40
15.220236,50.513226,357.00
15.220139,50.513929,360.00
15.220116,50.514042,360.60
15.220108,50.514229,361.80
15.220117,50.514349,362.00
15.220138,50.514474,363.00
15.220223,50.514639,364.00
15.220342,50.514786,365.40
15.220546,50.514922,366.60
15.220674,50.514986,367.60
15.220898,50.515072,368.60
15.221265,50.515192,370.80
15.221897,50.515387,373.40
15.222139,50.515457,373.80
15.222447,50.515557,374.40
15.223213,50.515775,376.60
15.223554,50.515880,377.60
15.223878,50.515968,378.60
15.224048,50.515978,379.00
15.224190,50.515955,379.60
15.224367,50.515886,380.80
15.224688,50.515790,382.00
15.225105,50.515652,384.20
15.225313,50.515589,385.20
15.225466,50.515532,386.20
15.225835,50.515432,388.40
15.225992,50.515374,389.40
15.226188,50.515321,390.80
15.226562,50.515202,393.80
15.226921,50.515136,396.20
15.227215,50.515101,398.00
15.227376,50.515073,399.00
15.227462,50.515073,399.60
15.227884,50.515022,401.20
15.228086,50.514982,402.00
15.228292,50.514962,403.20
15.228995,50.514837,405.00
15.229359,50.514794,405.60
15.229460,50.514797,406.00
15.229818,50.514856,407.00
15.229852,50.514866,407.20
15.230071,50.514899,407.60
15.230325,50.514893,409.80
15.230611,50.514876,411.00
15.230889,50.514892,412.40
15.231008,50.514916,413.20
15.231084,50.514955,413.60
15.231096,50.514973,413.80
15.231086,50.515011,414.40
15.231019,50.515054,414.80
15.230794,50.515135,415.40
