x1,x2,y
18.255129,54.598907,61.00
18.255884,54.598840,62.00
18.257102,54.598753,59.00
18.257500,54.598718,58.00
18.258423,54.598685,53.00
18.259172,54.598677,56.00
18.259689,54.598659,59.00
18.260195,54.598655,55.00
18.261001,54.598684,57.00
18.261528,54.598672,56.00
18.262118,54.598632,51.00
18.263129,54.598614,50.00
18.263856,54.598592,52.00
18.264280,54.598587,49.00
18.264517,54.598597,49.00
18.265014,54.598594,52.00
18.265265,54.598577,50.00
18.265518,54.598568,55.00
18.265949,54.598567,60.00
18.266421,54.598582,65.00
18.267413,54.598570,61.00
18.268138,54.598549,60.00
18.268688,54.598520,62.00
18.269184,54.598521,62.00
18.269755,54.598546,61.00
18.270057,54.598568,61.00
18.270328,54.598616,62.00
18.270515,54.598636,63.00
18.271154,54.598669,62.00
18.271502,54.598704,62.00
18.271672,54.598699,62.00
18.271873,54.598650,62.00
18.272279,54.598441,69.00
18.272509,54.598275,68.00
18.272773,54.598145,68.00
18.272935,54.598082,67.00
18.273297,54.598032,69.00
18.273466,54.598038,71.00
18.273536,54.598019,76.00
18.273657,54.598005,77.00
18.273977,54.597986,77.00
18.274157,54.597964,75.00
18.274536,54.597962,70.00
18.274737,54.597941,71.00
18.274918,54.597945,70.00
18.275092,54.597965,70.00
18.275450,54.597956,68.00
18.275621,54.597942,70.00
18.275789,54.597946,70.00
18.275960,54.597963,72.00
18.276148,54.597992,72.00
18.276578,54.597991,71.00
18.277172,54.597964,66.00
18.277584,54.597917,67.00
18.277784,54.597907,67.00
18.277990,54.597888,67.00
18.278183,54.597863,68.00
18.278574,54.597798,69.00
18.278951,54.597776,69.00
18.279137,54.597777,70.00
18.279507,54.597756,71.00
18.279693,54.597768,69.00
18.279876,54.597762,69.00
18.280216,54.597708,66.00
18.280558,54.597685,63.00
18.280735,54.597681,67.00
18.281231,54.597604,64.00
18.281429,54.597565,62.00
18.281788,54.597522,65.00
18.282386,54.597585,66.00
18.282592,54.597595,65.00
18.282786,54.597591,67.00
18.283178,54.597604,64.00
18.283360,54.597602,64.00
18.283550,54.597583,63.00
18.284128,54.597508,65.00
18.284320,54.597491,67.00
18.284692,54.597473,67.00
18.285471,54.597347,71.00
18.285643,54.597313,71.00
18.286186,54.597180,75.00
18.286376,54.597146,77.00
18.286771,54.597122,81.00
18.286953,54.597124,81.00
18.287148,54.597116,80.00
18.287343,54.597134,74.00
18.287546,54.597160,71.00
18.287971,54.597177,68.00
18.288180,54.597193,66.00
18.288406,54.597219,66.00
18.288616,54.597251,69.00
18.288807,54.597291,71.00
18.288964,54.597352,74.00
18.289065,54.597453,73.00
18.289143,54.597546,75.00
18.289178,54.597665,76.00
18.289187,54.597827,79.00
18.289230,54.598018,78.00
18.289318,54.598216,79.00
18.289412,54.598377,78.00
18.289571,54.598549,78.00
18.289739,54.598714,78.00
18.289972,54.598876,75.00
18.290192,54.599042,75.00
18.290360,54.599189,73.00
18.290606,54.599468,71.00
18.290767,54.599603,73.00
18.290979,54.599699,71.00
18.291425,54.599848,61.00
18.292246,54.600038,57.00
18.292500,54.600108,54.00
18.292791,54.600174,51.00
18.293251,54.600268,51.00
18.293648,54.600332,50.00
18.293820,54.600366,50.00
18.294200,54.600396,51.00
18.294444,54.600390,52.00
18.294648,54.600394,53.00
18.295124,54.600368,57.00
18.295392,54.600342,56.00
18.295623,54.600328,55.00
18.296506,54.600335,58.00
18.296985,54.600361,59.00
18.297252,54.600396,59.00
18.297533,54.600455,61.00
18.298343,54.600581,61.00
18.298790,54.600629,59.00
18.299035,54.600635,61.00
18.299255,54.600653,64.00
18.299466,54.600656,65.00
18.299723,54.600651,64.00
18.299976,54.600638,65.00
18.300228,54.600615,63.00
18.300727,54.600600,66.00
18.300948,54.600612,65.00
18.301179,54.600647,63.00
18.301356,54.600705,61.00
18.301564,54.600760,58.00
18.301748,54.600821,59.00
18.301930,54.600901,58.00
18.302104,54.600987,58.00
18.302328,54.601072,56.00
18.302520,54.601131,54.00
18.302889,54.601203,54.00
18.303088,54.601250,55.00
18.303454,54.601290,53.00
18.304195,54.601326,55.00
18.304781,54.601338,51.00
18.305003,54.601333,54.00
18.305442,54.601362,54.00
18.306016,54.601427,52.00
18.306819,54.601553,54.00
18.307686,54.601616,52.00
18.308107,54.601631,53.00
18.308517,54.601698,53.00
18.308749,54.601721,53.00
18.308948,54.601730,54.00
18.309325,54.601773,57.00
18.309518,54.601772,56.00
18.309683,54.601747,55.00
18.310061,54.601657,60.00
18.310180,54.601589,60.00
18.310265,54.601508,58.00
18.310387,54.601365,57.00
18.310463,54.601204,58.00
18.310538,54.600971,57.00
18.310586,54.600876,57.00
18.310693,54.600789,59.00
18.310763,54.600682,59.00
18.310901,54.600512,63.00
18.310945,54.600413,64.00
18.311000,54.600200,68.00
18.311000,54.600096,70.00
18.310951,54.599796,77.00
18.310944,54.600035,79.00
18.310900,54.600260,82.00
18.310642,54.600852,77.00
18.310365,54.601307,70.00
18.310273,54.601406,69.00
18.310120,54.601621,71.00
18.310135,54.601715,69.00
18.310218,54.601816,65.00
18.310348,54.601881,64.00
18.310497,54.601907,63.00
18.311040,54.601976,56.00
18.311196,54.601987,53.00
18.311574,54.602032,51.00
18.311968,54.602068,49.00
18.312131,54.602073,48.00
18.312302,54.602057,46.00
18.312499,54.602053,43.00
18.312659,54.602084,44.00
18.312717,54.602110,56.00
18.312827,54.602141,53.00
18.312960,54.602163,56.00
18.313110,54.602177,56.00
18.313420,54.602183,55.00
18.313518,54.602225,53.00
18.313643,54.602247,54.00
18.313939,54.602272,58.00
18.314461,54.602285,52.00
18.314836,54.602305,50.00
18.315066,54.602337,50.00
18.315178,54.602367,50.00
18.315680,54.602399,52.00
18.316653,54.602411,45.00
18.316822,54.602418,43.00
18.317132,54.602474,44.00
18.317200,54.602449,48.00
18.317186,54.602408,48.00
18.317083,54.602261,49.00
18.317015,54.602183,54.00
18.316744,54.601918,50.00
18.316635,54.601842,49.00
18.316539,54.601757,49.00
18.316498,54.601658,52.00
18.316497,54.601556,53.00
18.316551,54.601348,55.00
18.316600,54.601244,57.00
18.316778,54.600962,61.00
18.316812,54.600951,68.00
18.316874,54.600916,68.00
18.316842,54.600897,74.00
18.316855,54.600844,76.00
18.316933,54.600788,79.00
18.317013,54.600688,72.00
18.317232,54.600517,70.00
18.317357,54.600438,69.00
18.317608,54.600263,70.00
18.317706,54.600179,71.00
18.317785,54.600081,68.00
18.317903,54.600004,66.00
18.318262,54.599743,65.00
18.318572,54.599494,68.00
18.318706,54.599433,72.00
18.318827,54.599344,64.00
18.318963,54.599277,67.00
18.319088,54.599196,68.00
18.319219,54.599122,68.00
18.319443,54.598964,67.00
18.319539,54.598880,70.00
18.319890,54.598601,68.00
18.320148,54.598420,66.00
18.320417,54.598253,73.00
18.320763,54.598007,77.00
18.321048,54.597921,79.00
18.321172,54.597859,74.00
18.321463,54.597807,79.00
18.321609,54.597749,75.00
18.321917,54.597650,69.00
18.322062,54.597590,62.00
18.322223,54.597540,66.00
18.322387,54.597523,72.00
18.322521,54.597480,70.00
18.322777,54.597368,72.00
18.323195,54.597216,75.00
18.323470,54.597087,76.00
18.323692,54.596945,81.00
18.324099,54.596624,81.00
18.324320,54.596338,83.00
18.324437,54.596256,82.00
18.324807,54.596020,85.00
18.324906,54.595938,85.00
18.325027,54.595856,80.00
18.325158,54.595795,77.00
18.325297,54.595750,78.00
18.325470,54.595718,77.00
18.325625,54.595671,79.00
18.325761,54.595615,77.00
18.325859,54.595624,97.00
18.325985,54.595627,110.00
18.326085,54.595664,115.00
18.326408,54.595734,121.00
18.326587,54.595757,118.00
18.326709,54.595809,117.00
18.326816,54.595873,118.00
18.326937,54.595935,115.00
18.327044,54.596020,116.00
18.327168,54.596097,118.00
18.327308,54.596134,118.00
18.327461,54.596152,115.00
18.327609,54.596191,121.00
18.327861,54.596318,114.00
18.327964,54.596401,119.00
18.328219,54.596558,132.00
18.328443,54.596744,127.00
18.328541,54.596842,128.00
18.328620,54.596935,123.00
18.328717,54.597014,124.00
18.328795,54.597102,125.00
18.328836,54.597170,121.00
18.328865,54.597249,124.00
18.329065,54.597513,131.00
18.329258,54.597818,140.00
18.329355,54.597890,136.00
18.329437,54.597983,137.00
18.329509,54.598080,134.00
18.329603,54.598165,131.00
18.329734,54.598209,130.00
18.329886,54.598241,130.00
18.330047,54.598253,128.00
18.330214,54.598292,130.00
18.330376,54.598306,128.00
18.330538,54.598297,127.00
18.330687,54.598306,126.00
18.330821,54.598281,120.00
18.330929,54.598301,119.00
18.331074,54.598281,118.00
18.331209,54.598229,117.00
18.331365,54.598180,118.00
18.331536,54.598114,116.00
18.331661,54.598027,120.00
18.331839,54.597848,121.00
18.331913,54.597756,124.00
18.332044,54.597564,125.00
18.332128,54.597474,128.00
18.332233,54.597386,128.00
18.332347,54.597309,129.00
18.332449,54.597217,131.00
18.332524,54.597127,135.00
18.332619,54.597037,132.00
18.332979,54.596661,127.00
18.333083,54.596586,103.00
18.333203,54.596514,110.00
18.333317,54.596427,111.00
18.333420,54.596243,116.00
18.333522,54.596224,126.00
18.333769,54.596302,116.00
18.333888,54.596362,119.00
18.334013,54.596437,118.00
18.334150,54.596508,119.00
18.334411,54.596663,125.00
18.334546,54.596729,124.00
18.334705,54.596774,122.00
18.334981,54.596919,123.00
18.335137,54.596984,125.00
18.335315,54.597047,125.00
18.335862,54.597188,121.00
18.336048,54.597221,122.00
18.336595,54.597293,121.00
18.336972,54.597330,122.00
18.337166,54.597335,122.00
18.337360,54.597332,90.00
18.337534,54.597306,100.00
18.337699,54.597295,109.00
18.337874,54.597274,116.00
18.338051,54.597242,115.00
18.338420,54.597225,113.00
18.338789,54.597234,112.00
18.339012,54.597263,111.00
18.339462,54.597339,107.00
18.339682,54.597387,109.00
18.340361,54.597511,107.00
18.340591,54.597542,104.00
18.341075,54.597590,99.00
18.342066,54.597744,98.00
18.342395,54.597785,95.00
18.343017,54.597836,90.00
18.343654,54.597879,94.00
18.344001,54.597909,89.00
18.344610,54.597981,82.00
18.345099,54.598018,79.00
18.345544,54.598025,76.00
18.345737,54.598039,75.00
18.345910,54.598032,72.00
18.346065,54.598076,72.00
18.346196,54.598146,71.00
18.346325,54.598233,68.00
18.346436,54.598333,66.00
18.346842,54.598759,65.00
18.346924,54.598865,63.00
18.346992,54.598982,62.00
18.346973,54.599092,61.00
18.346902,54.599178,60.00
18.346771,54.599247,59.00
18.346580,54.599330,60.00
18.346389,54.599389,60.00
18.346030,54.599523,61.00
18.345828,54.599608,60.00
18.345637,54.599677,63.00
18.345479,54.599751,62.00
18.345334,54.599852,62.00
18.345227,54.599959,60.00
18.345139,54.600072,59.00
18.345046,54.600212,60.00
18.344865,54.600522,54.00
18.344813,54.600700,53.00
18.344777,54.600872,52.00
18.344784,54.601041,53.00
18.344844,54.601215,53.00
18.345052,54.601495,49.00
18.345053,54.601632,51.00
18.344968,54.601750,49.00
18.344640,54.602075,49.00
18.344451,54.602319,46.00
18.344351,54.602416,48.00
18.344019,54.602710,48.00
18.343749,54.602910,48.00
18.343436,54.603097,47.00
18.342959,54.603339,46.00
18.342781,54.603412,47.00
18.342133,54.603704,47.00
18.342002,54.603776,46.00
18.341456,54.604035,45.00
18.341312,54.604091,47.00
18.341237,54.604163,48.00
18.341269,54.604212,48.00
18.341365,54.604250,49.00
18.341523,54.604270,47.00
18.341911,54.604292,49.00
18.342307,54.604284,45.00
18.342743,54.604304,45.00
18.342979,54.604308,47.00
18.343389,54.604302,48.00
18.343908,54.604337,44.00
18.344505,54.604409,50.00
18.345065,54.604490,51.00
18.345366,54.604524,49.00
18.345921,54.604563,49.00
18.346322,54.604620,45.00
18.346426,54.604681,45.00
18.346556,54.604851,40.00
18.346875,54.605078,34.00
18.346898,54.605116,48.00
18.346965,54.605040,46.00
18.347168,54.605014,47.00
18.347542,54.605338,45.00
18.347617,54.605420,44.00
18.347687,54.605527,44.00
18.347731,54.605645,45.00
18.347791,54.605931,43.00
18.347767,54.606023,43.00
18.347700,54.606412,39.00
18.347697,54.606509,39.00
18.347670,54.606646,41.00
18.347642,54.607051,40.00
18.347625,54.607157,41.00
18.347581,54.607268,41.00
18.347577,54.607396,39.00
18.347560,54.607515,38.00
18.347571,54.607664,39.00
18.347706,54.607811,40.00
18.347796,54.607890,38.00
18.347931,54.607961,38.00
18.348434,54.608180,40.00
18.348542,54.608246,39.00
18.348471,54.608330,39.00
18.348485,54.608436,39.00
18.348604,54.608508,40.00
18.349115,54.608891,40.00
18.349209,54.609003,39.00
18.349236,54.609121,39.00
18.349213,54.609228,39.00
18.349261,54.609324,39.00
18.349232,54.609427,38.00
18.349128,54.609621,41.00
18.349083,54.609726,41.00
18.349016,54.609840,41.00
18.348902,54.610287,41.00
18.348799,54.610549,37.00
18.348707,54.610742,35.00
18.348616,54.610820,33.00
18.348505,54.610839,35.00
18.348381,54.610824,35.00
18.348244,54.610790,33.00
18.347833,54.610632,35.00
18.347667,54.610584,34.00
18.347503,54.610555,35.00
18.347344,54.610536,37.00
18.347166,54.610524,37.00
18.346989,54.610525,39.00
18.346403,54.610562,38.00
18.346207,54.610586,38.00
18.345821,54.610653,36.00
18.345080,54.610818,37.00
18.344914,54.610831,38.00
18.344723,54.610876,38.00
18.344528,54.610904,37.00
18.343986,54.610964,39.00
18.343801,54.610994,40.00
18.343638,54.610976,41.00
18.343443,54.610976,43.00
18.343289,54.611000,43.00
18.343098,54.610982,42.00
18.342943,54.610946,41.00
18.342654,54.610814,42.00
18.342189,54.610644,41.00
18.342024,54.610608,41.00
18.341448,54.610356,40.00
18.341140,54.610240,39.00
18.340715,54.610063,38.00
18.340422,54.609959,38.00
18.340277,54.609896,37.00
18.339687,54.609664,41.00
18.339238,54.609496,40.00
18.338774,54.609350,43.00
18.338625,54.609293,44.00
18.338293,54.609196,41.00
18.337972,54.609131,43.00
18.337807,54.609112,44.00
18.337636,54.609107,44.00
18.337131,54.609113,46.00
18.336765,54.609104,42.00
18.336581,54.609094,40.00
18.335489,54.608989,36.00
18.335126,54.608949,38.00
18.334433,54.608856,39.00
18.334253,54.608842,39.00
18.334074,54.608841,40.00
18.333731,54.608855,41.00
18.333559,54.608874,43.00
18.332812,54.608977,41.00
18.332446,54.609049,40.00
18.332125,54.609136,41.00
18.331628,54.609212,44.00
18.331460,54.609226,43.00
18.331063,54.609273,44.00
18.330898,54.609300,44.00
18.330604,54.609376,43.00
18.329841,54.609608,42.00
18.329694,54.609663,42.00
18.329533,54.609707,42.00
18.329225,54.609806,43.00
18.328894,54.609885,43.00
18.328727,54.609907,42.00
18.328559,54.609942,42.00
18.328230,54.609996,43.00
18.328058,54.610017,44.00
18.327690,54.610035,44.00
18.327491,54.610056,42.00
18.327312,54.610052,43.00
18.327118,54.610059,43.00
18.326918,54.610058,43.00
18.326529,54.610037,44.00
18.325748,54.609964,41.00
18.325548,54.609951,40.00
18.325198,54.609910,39.00
18.325039,54.609898,39.00
18.324438,54.609825,39.00
18.324178,54.609786,39.00
18.323714,54.609739,40.00
18.323338,54.609710,38.00
18.322932,54.609671,37.00
18.322570,54.609629,37.00
18.322411,54.609636,37.00
18.322300,54.609682,38.00
18.322213,54.609755,39.00
18.322123,54.609844,40.00
18.321952,54.610046,41.00
18.321891,54.610155,41.00
18.321755,54.610474,41.00
18.321690,54.610687,44.00
18.321653,54.610900,45.00
18.321576,54.611224,46.00
18.321476,54.611541,45.00
18.321432,54.611752,45.00
18.321390,54.611855,46.00
18.321298,54.611918,46.00
18.321162,54.611954,46.00
18.321003,54.611967,44.00
18.320836,54.611963,46.00
18.320676,54.611939,47.00
18.320507,54.611906,49.00
18.320143,54.611868,50.00
18.319965,54.611865,49.00
18.319796,54.611844,51.00
18.318974,54.611763,50.00
18.318326,54.611655,46.00
18.317552,54.611549,48.00
18.317197,54.611473,48.00
18.317020,54.611462,47.00
18.316516,54.611405,47.00
18.316337,54.611398,44.00
18.315776,54.611353,51.00
18.315589,54.611322,51.00
18.315390,54.611299,51.00
18.315218,54.611264,52.00
18.314653,54.611176,56.00
18.314483,54.611143,52.00
18.314152,54.611091,48.00
18.313429,54.610990,46.00
18.313235,54.610975,46.00
18.313045,54.610952,47.00
18.312409,54.610896,48.00
18.312022,54.610854,50.00
18.311630,54.610804,46.00
18.311215,54.610781,47.00
18.310797,54.610742,44.00
18.310609,54.610710,45.00
18.309995,54.610631,44.00
18.309806,54.610613,46.00
18.309442,54.610612,45.00
18.309254,54.610617,42.00
18.308868,54.610614,41.00
18.308482,54.610593,44.00
18.308308,54.610603,43.00
18.308117,54.610625,44.00
18.307496,54.610612,43.00
18.306885,54.610590,47.00
18.306356,54.610614,41.00
18.306158,54.610632,40.00
18.305947,54.610635,40.00
18.305338,54.610661,42.00
18.304956,54.610684,37.00
18.304567,54.610686,38.00
18.304211,54.610652,44.00
18.304044,54.610644,42.00
18.303505,54.610633,43.00
18.303317,54.610620,43.00
18.302912,54.610622,42.00
18.302726,54.610628,39.00
18.302542,54.610624,39.00
18.301999,54.610597,38.00
18.301824,54.610595,36.00
18.301435,54.610573,36.00
18.300502,54.610548,38.00
18.300299,54.610552,35.00
18.299486,54.610536,29.00
18.298917,54.610502,34.00
18.298399,54.610436,31.00
18.297848,54.610347,32.00
18.297655,54.610324,31.00
18.297481,54.610316,30.00
18.297139,54.610312,27.00
18.296805,54.610336,30.00
18.296627,54.610361,33.00
18.296440,54.610380,32.00
18.295717,54.610410,36.00
18.295218,54.610447,35.00
18.294517,54.610463,39.00
18.294007,54.610499,32.00
18.293683,54.610537,35.00
18.293008,54.610646,41.00
18.292854,54.610616,45.00
18.292683,54.610614,47.00
18.292528,54.610637,46.00
18.292380,54.610681,45.00
18.292228,54.610752,44.00
18.292131,54.610826,45.00
18.292026,54.610928,46.00
18.291926,54.610998,46.00
18.291770,54.611009,48.00
18.291615,54.610999,49.00
18.291416,54.611000,49.00
18.290896,54.610899,52.00
18.290728,54.610872,51.00
18.290532,54.610828,53.00
18.290375,54.610801,54.00
18.290199,54.610785,56.00
18.289995,54.610783,55.00
18.289433,54.610728,61.00
18.289076,54.610724,57.00
18.288770,54.610688,56.00
18.288605,54.610682,55.00
18.288443,54.610692,54.00
18.288284,54.610716,51.00
18.288113,54.610727,52.00
18.287945,54.610748,52.00
18.287597,54.610767,52.00
18.287447,54.610745,50.00
18.286958,54.610784,49.00
18.286772,54.610782,48.00
18.286575,54.610796,47.00
18.286198,54.610835,43.00
18.286021,54.610864,46.00
18.285818,54.610885,49.00
18.285468,54.610967,42.00
18.285299,54.611001,44.00
18.284402,54.611148,46.00
18.284062,54.611214,50.00
18.283885,54.611221,53.00
18.283703,54.611247,50.00
18.283530,54.611261,49.00
18.282800,54.611293,42.00
18.282606,54.611315,44.00
18.282421,54.611322,46.00
18.281902,54.611374,40.00
18.281380,54.611418,36.00
18.281207,54.611450,32.00
18.280332,54.611544,37.00
18.280154,54.611571,43.00
18.279966,54.611589,42.00
18.279782,54.611620,43.00
18.279261,54.611685,43.00
18.279073,54.611726,41.00
18.278702,54.611791,39.00
18.278343,54.611840,38.00
18.277989,54.611907,29.00
18.277803,54.611933,30.00
18.276869,54.612010,29.00
18.276326,54.612040,34.00
18.274868,54.612073,29.00
18.274665,54.612072,27.00
18.274476,54.612061,26.00
18.274288,54.612034,25.00
18.274111,54.611986,27.00
18.273597,54.611823,35.00
18.273424,54.611781,32.00
18.273243,54.611751,31.00
18.272693,54.611630,39.00
18.272346,54.611542,40.00
18.271981,54.611475,42.00
18.271821,54.611433,44.00
18.271475,54.611362,43.00
18.271315,54.611311,46.00
18.271166,54.611252,45.00
18.271035,54.611183,45.00
18.270766,54.611077,47.00
18.270624,54.611003,48.00
18.270488,54.610945,49.00
18.270354,54.610874,49.00
18.270185,54.610770,48.00
18.269965,54.610549,48.00
18.269746,54.610273,51.00
18.269649,54.610172,50.00
18.269570,54.610062,50.00
18.269489,54.609979,51.00
18.269372,54.609902,47.00
18.269246,54.609847,44.00
18.269394,54.609883,49.00
18.269327,54.609863,50.00
18.268865,54.609679,44.00
18.268750,54.609614,47.00
18.268513,54.609441,48.00
18.268284,54.609243,46.00
18.268178,54.609141,46.00
18.268089,54.609036,47.00
18.267857,54.608722,52.00
18.267740,54.608675,53.00
18.267608,54.608638,54.00
18.267427,54.608614,53.00
18.267051,54.608589,52.00
18.266856,54.608588,52.00
18.266666,54.608580,54.00
18.266316,54.608552,53.00
18.265800,54.608496,55.00
18.265630,54.608466,55.00
18.265484,54.608418,54.00
18.265377,54.608353,55.00
18.265307,54.608277,54.00
18.265253,54.608190,50.00
18.265140,54.608125,56.00
18.264994,54.608072,57.00
18.264818,54.608034,55.00
18.264621,54.608003,53.00
18.264067,54.607898,52.00
18.263881,54.607871,51.00
18.263689,54.607860,53.00
18.263329,54.607860,50.00
18.263161,54.607839,50.00
18.263050,54.607786,48.00
18.262985,54.607706,48.00
18.262939,54.607618,49.00
18.262845,54.607317,52.00
18.262794,54.607118,53.00
18.262698,54.607047,52.00
18.262570,54.607025,54.00
18.262424,54.607027,58.00
18.262273,54.607020,58.00
18.262138,54.606983,57.00
18.261828,54.606916,53.00
18.261483,54.606861,53.00
18.261295,54.606837,51.00
18.260963,54.606754,52.00
18.260835,54.606680,53.00
18.260690,54.606621,54.00
18.260493,54.606607,55.00
18.260180,54.606541,55.00
18.259866,54.606508,57.00
18.259490,54.606447,55.00
18.259305,54.606424,56.00
18.259231,54.606421,56.00
18.258599,54.606354,61.00
18.258419,54.606348,66.00
18.258074,54.606323,71.00
18.257572,54.606252,73.00
18.257408,54.606219,71.00
18.257263,54.606174,68.00
18.256943,54.606099,66.00
18.256786,54.606069,65.00
18.256625,54.606046,64.00
18.256456,54.606033,64.00
18.256091,54.606021,65.00
18.255581,54.605991,66.00
18.255421,54.605966,65.00
18.255235,54.605953,66.00
18.254171,54.605853,62.00
18.253837,54.605847,64.00
18.253682,54.605824,59.00
18.253515,54.605810,59.00
18.252792,54.605788,61.00
18.252226,54.605804,61.00
18.252040,54.605784,58.00
18.251909,54.605726,60.00
18.251814,54.605650,57.00
18.251672,54.605471,58.00
18.251638,54.605280,59.00
18.251604,54.605188,63.00
18.251430,54.605197,64.00
18.251072,54.605235,68.00
18.250872,54.605225,65.00
18.250774,54.605143,65.00
18.250722,54.605042,64.00
18.250622,54.604967,65.00
18.250532,54.604875,62.00
18.250323,54.604700,61.00
18.250179,54.604663,60.00
18.249998,54.604666,60.00
18.249806,54.604685,60.00
18.249609,54.604668,61.00
18.249316,54.604653,62.00
18.248822,54.604673,64.00
18.248484,54.604701,61.00
18.248321,54.604684,62.00
18.248162,54.604644,62.00
18.248029,54.604582,59.00
18.247885,54.604527,57.00
18.247736,54.604506,56.00
18.247420,54.604528,56.00
18.247234,54.604530,55.00
18.247066,54.604508,56.00
18.246861,54.604398,54.00
18.246673,54.604321,47.00
18.246408,54.604147,53.00
18.245936,54.603775,56.00
18.245840,54.603678,57.00
18.245687,54.603478,62.00
18.245579,54.603410,62.00
18.245583,54.603354,66.00
18.245442,54.603239,62.00
18.245371,54.603232,62.00
18.245300,54.603179,60.00
18.244952,54.602817,58.00
18.244791,54.602638,57.00
18.244496,54.602394,57.00
18.244380,54.602323,57.00
18.244231,54.602265,60.00
18.243891,54.602186,62.00
18.243545,54.602134,68.00
18.243391,54.602091,66.00
18.243241,54.602088,64.00
18.242912,54.602114,63.00
18.242736,54.602113,63.00
18.242326,54.602079,63.00
18.242216,54.602015,62.00
18.242061,54.601985,67.00
18.242184,54.602041,68.00
18.242261,54.602126,67.00
18.242395,54.602183,66.00
18.242519,54.602256,67.00
18.242353,54.602234,66.00
18.242207,54.602192,65.00
18.242108,54.601963,68.00
18.242038,54.601869,66.00
18.241929,54.601792,67.00
18.241798,54.601747,66.00
18.241652,54.601706,67.00
18.241313,54.601755,67.00
18.240963,54.601825,70.00
18.240617,54.601809,72.00
18.240474,54.601761,69.00
18.240371,54.601695,66.00
18.240303,54.601617,65.00
18.240187,54.601446,67.00
18.240164,54.601355,68.00
18.240125,54.601266,68.00
18.240116,54.601163,66.00
18.240064,54.600965,66.00
18.239868,54.600579,62.00
18.239811,54.600488,62.00
18.239763,54.600388,60.00
18.239647,54.600195,60.00
18.239602,54.600093,59.00
18.239468,54.599898,59.00
18.239408,54.599796,58.00
18.239360,54.599691,59.00
18.239272,54.599613,57.00
18.239209,54.599528,59.00
18.239093,54.599468,61.00
18.238968,54.599457,62.00
18.238811,54.599461,64.00
18.238492,54.599481,66.00
18.238322,54.599499,68.00
18.238202,54.599463,65.00
18.238130,54.599399,66.00
18.237934,54.599148,63.00
18.237796,54.598873,64.00
18.237724,54.598681,65.00
18.237706,54.598585,64.00
18.237784,54.598300,68.00
18.237724,54.598247,69.00
18.237593,54.598223,69.00
18.237436,54.598207,69.00
18.237139,54.598243,69.00
18.236977,54.598253,72.00
18.236634,54.598309,73.00
18.236485,54.598349,73.00
18.236408,54.598427,68.00
18.236355,54.598517,68.00
18.236352,54.598609,61.00
18.236384,54.598715,60.00
18.236443,54.598811,64.00
18.236484,54.598906,64.00
18.236588,54.599094,65.00
18.236616,54.599189,68.00
18.236613,54.599285,70.00
18.236583,54.599480,69.00
18.236582,54.599581,67.00
18.236496,54.599784,67.00
18.236558,54.599867,66.00
18.236689,54.599929,69.00
18.236792,54.600026,70.00
18.236895,54.600098,71.00
18.237010,54.600166,72.00
18.237151,54.600234,73.00
18.237253,54.600326,68.00
18.237383,54.600390,69.00
18.237514,54.600440,67.00
18.237766,54.600583,67.00
18.238018,54.600748,68.00
18.238112,54.600820,68.00
18.238224,54.600851,68.00
18.238321,54.600923,68.00
18.238245,54.601006,66.00
